"Urząd";"Numer na karcie do głosowania";"Nazwisko i imiona";"Nazwa komitetu";"Skrót nazwy komitetu";"Wiek";"Wykształcenie";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Poparcie";"Przynależność do partii";"Liczba głosów";"Procent głosów";"Czy uzyskał mandat";"Obszar";"TERYT";"Płeć";"Liczba głosów ważnych na wszystkich kandydatów"
"Wójt Gminy Dobrzeń Wielki";2;"LEDWOLORZ-GIEROK Monika";"KOMITET WYBORCZY WYBORCÓW MONIKI LEDWOLORZ - GIEROK";"KWW MONIKI LEDWOLORZ - GIEROK";44;"wyższe magisterskie";"Dobrzeń Wielki";"160903";"gm. Dobrzeń Wielki";"popierana przez partię polityczną: Platforma Obywatelska";"nie należy do partii politycznej";;;;"gm. Dobrzeń Wielki";"160903";"Kobieta";
"Wójt Gminy Dobrzeń Wielki";3;"SZLAPA Piotr Artur";"KOMITET WYBORCZY WYBORCÓW PIOTRA SZLAPY";"KWW PIOTRA SZLAPY";59;"wyższe techniczne";"Chróścice";"160903";"gm. Dobrzeń Wielki";"";"nie należy do partii politycznej";;;;"gm. Dobrzeń Wielki";"160903";"Mężczyzna";
"Wójt Gminy Komprachcice";1;"PIETRUSZKA Leonard Józef";"KOMITET WYBORCZY WYBORCÓW LEONARDA PIETRUSZKI";"KWW LEONARDA PIETRUSZKI";53;"wyższe";"Polska Nowa Wieś";"160904";"gm. Komprachcice";"";"nie należy do partii politycznej";;;;"gm. Komprachcice";"160904";"Mężczyzna";
"Wójt Gminy Łubniany";1;"MARSOLEK Krzysztof Piotr";"KOMITET WYBORCZY WYBORCÓW ŚLĄSCY SAMORZĄDOWCY";"KWW ŚLĄSCY SAMORZĄDOWCY";51;"wyższe techniczne";"Brynica";"160905";"gm. Łubniany";"";"nie należy do partii politycznej";;;;"gm. Łubniany";"160905";"Mężczyzna";
"Wójt Gminy Łubniany";2;"WĄSIAK Paweł Władysław";"KOMITET WYBORCZY WYBORCÓW ROZWIJAMY GMINĘ ŁUBNIANY";"KWW ROZWIJAMY GMINĘ ŁUBNIANY";46;"wyższe";"Biadacz";"160905";"gm. Łubniany";"popierany przez partię polityczną: Platforma Obywatelska RP";"nie należy do partii politycznej";;;;"gm. Łubniany";"160905";"Mężczyzna";
"Wójt Gminy Murów";1;"GOLENIA Michał Hubert";"KOMITET WYBORCZY WYBORCÓW ŚLĄSCY SAMORZĄDOWCY";"KWW ŚLĄSCY SAMORZĄDOWCY";38;"wyższe";"Stare Budkowice";"160906";"gm. Murów";"";"nie należy do partii politycznej";;;;"gm. Murów";"160906";"Mężczyzna";
"Wójt Gminy Murów";2;"HASIK Ewa Zofia";"KOMITET WYBORCZY WYBORCÓW RAZEM DLA MUROWA";"KWW RAZEM DLA MUROWA";57;"wyższe";"Murów";"160906";"gm. Murów";"";"nie należy do partii politycznej";;;;"gm. Murów";"160906";"Kobieta";
"Burmistrz Niemodlina";1;"KONCEWICZ Dorota";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";61;"wyższe";"Szydłów";"160912";"gm. Tułowice";"";"członek partii politycznej: Polskie Stronnictwo Ludowe";;;;"gm. Niemodlin";"160907";"Kobieta";
"Burmistrz Niemodlina";2;"KOSTRZEWA Bartłomiej Andrzej";"KOMITET WYBORCZY WYBORCÓW BARTŁOMIEJA KOSTRZEWY";"KWW BARTŁOMIEJA KOSTRZEWY";47;"wyższe";"Lewin Brzeski";"160104";"gm. Lewin Brzeski";"";"nie należy do partii politycznej";;;;"gm. Niemodlin";"160907";"Mężczyzna";
"Burmistrz Niemodlina";3;"NIECKARZ Mariusz Stanisław";"KOMITET WYBORCZY WYBORCÓW MARCINA OCIEPY - SILNY REGION";"KWW MARCINA OCIEPY - SILNY REGION";51;"wyższe";"Niemodlin";"160907";"gm. Niemodlin";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"gm. Niemodlin";"160907";"Mężczyzna";
"Burmistrz Ozimka";1;"WIESZOŁEK Mirosław Krzysztof";"KOMITET WYBORCZY WYBORCÓW RAZEM DLA OZIMKA";"KWW RAZEM DLA OZIMKA";46;"wyższe";"Szczedrzyk";"160908";"gm. Ozimek";"";"nie należy do partii politycznej";;;;"gm. Ozimek";"160908";"Mężczyzna";
"Wójt Gminy Popielów";1;"PIEKAREK Barbara";"KOMITET WYBORCZY WYBORCÓW PRZYJAZNA WSPÓLNOTA";"KWW PRZYJAZNA WSPÓLNOTA";52;"wyższe";"Popielów";"160909";"gm. Popielów";"";"nie należy do partii politycznej";;;;"gm. Popielów";"160909";"Kobieta";
"Wójt Gminy Popielów";2;"STELMACH Sybilla";"KOMITET WYBORCZY WYBORCÓW SYBILLA STELMACH";"KOMITET WYBORCZY WYBORCÓW SYBILLA STELMACH";60;"wyższe";"Stare Siołkowice";"160909";"gm. Popielów";"";"nie należy do partii politycznej";;;;"gm. Popielów";"160909";"Kobieta";
"Wójt Gminy Popielów";3;"SZAFRAŃSKI Piotr Józef";"KOMITET WYBORCZY WYBORCÓW PIOTR SZAFRAŃSKI";"KWW PIOTR SZAFRAŃSKI";43;"wyższe";"Popielów";"160909";"gm. Popielów";"";"nie należy do partii politycznej";;;;"gm. Popielów";"160909";"Mężczyzna";
"Burmistrz Prószkowa";1;"CEBULA Krzysztof Paweł";"KOMITET WYBORCZY WYBORCÓW KRZYSZTOF CEBULA";"KWW KRZYSZTOF CEBULA";60;"wyższe";"Zimnice Wielkie";"160910";"gm. Prószków";"";"nie należy do partii politycznej";;;;"gm. Prószków";"160910";"Mężczyzna";
"Burmistrz Prószkowa";2;"SZMECHTA Justyna Marta";"KOMITET WYBORCZY WYBORCÓW RAZEM DLA GMINY PRÓSZKÓW";"KWW RAZEM DLA GMINY PRÓSZKÓW";42;"wyższe";"Górki";"160910";"gm. Prószków";"";"nie należy do partii politycznej";;;;"gm. Prószków";"160910";"Kobieta";
"Wójt Gminy Tarnów Opolski";1;"CHUDOWSKA Magdalena Anna";"KOMITET WYBORCZY WYBORCÓW KRZYSZTOFA MUTZA";"KWW KRZYSZTOFA MUTZA";44;"wyższe";"Miedziana";"160911";"gm. Tarnów Opolski";"";"nie należy do partii politycznej";;;;"gm. Tarnów Opolski";"160911";"Kobieta";
"Wójt Gminy Tarnów Opolski";2;"URBAN Rudolf";"KOMITET WYBORCZY WYBORCÓW  RUDOLFA URBANA";"KWW RUDOLFA URBANA";43;"wyższe";"Nakło";"160911";"gm. Tarnów Opolski";"";"nie należy do partii politycznej";;;;"gm. Tarnów Opolski";"160911";"Mężczyzna";
"Wójt Gminy Tarnów Opolski";3;"ZMUDA Rafał Henryk";"KOMITET WYBORCZY WYBORCÓW RAFAŁA ZMUDY";"KWW RAFAŁA ZMUDY";38;"wyższe";"Nakło";"160911";"gm. Tarnów Opolski";"";"nie należy do partii politycznej";;;;"gm. Tarnów Opolski";"160911";"Mężczyzna";
"Burmistrz Tułowic";1;"COPPIN Frédéric Fernand";"KOMITET WYBORCZY WYBORCÓW TWÓJ GŁOS NASZE DZIAŁANIE";"KWW TWÓJ GŁOS NASZE DZIAŁANIE";54;"wyższe";"Tułowice";"160912";"gm. Tułowice";"";"członek partii politycznej: Platforma Obywatelska RP";;;;"gm. Tułowice";"160912";"Mężczyzna";
"Burmistrz Tułowic";2;"PATRYS Jacek Paweł";"KOMITET WYBORCZY WYBORCÓW JACKA PATRYSA";"KWW JACKA PATRYSA";43;"wyższe";"Tułowice";"160912";"gm. Tułowice";"";"nie należy do partii politycznej";;;;"gm. Tułowice";"160912";"Mężczyzna";
"Burmistrz Tułowic";3;"WESOŁOWSKI Andrzej";"KOMITET WYBORCZY WYBORCÓW TWÓJ GŁOS TWOJA GMINA";"KWW TWÓJ GŁOS TWOJA GMINA";56;"wyższe";"Tułowice";"160912";"gm. Tułowice";"";"nie należy do partii politycznej";;;;"gm. Tułowice";"160912";"Mężczyzna";
"Wójt Gminy Turawa";1;"FARYS Łukasz Marek";"KOMITET WYBORCZY WYBORCÓW SZANSE GMINY TURAWA";"KWW SZANSE GMINY TURAWA";29;"wyższe";"Kadłub Turawski";"160913";"gm. Turawa";"";"nie należy do partii politycznej";;;;"gm. Turawa";"160913";"Mężczyzna";
"Wójt Gminy Turawa";2;"PIKOS Dominik";"KOMITET WYBORCZY WYBORCÓW DOMINIK PIKOS WSPÓLNIE MOŻEMY WIĘCEJ";"KWW DOMINIK PIKOS WSPÓLNIE MOŻEMY WIĘCEJ";41;"wyższe";"Zawada";"160913";"gm. Turawa";"";"nie należy do partii politycznej";;;;"gm. Turawa";"160913";"Mężczyzna";
"Wójt Gminy Turawa";3;"POŁONECKI Stefan Walenty";"KOMITET WYBORCZY WYBORCÓW MĄDROŚĆ TOLERANCJA ROZWÓJ STEFAN POŁONECKI";"KWW MĄDROŚĆ TOLERANCJA ROZWÓJ S.POŁONECKI";47;"wyższe";"Zawda";"160913";"gm. Turawa";"popierany przez partię polityczną: Polska 2050 Szymona Hołowni";"członek partii politycznej: Polska 2050 Szymona Hołowni";;;;"gm. Turawa";"160913";"Mężczyzna";
"Wójt Gminy Turawa";4;"SOBCZYK Robert Jan";"KOMITET WYBORCZY WYBORCÓW ZIEMI TURAWSKIEJ";"KWW ZIEMI TURAWSKIEJ";53;"wyższe";"Osowiec";"160913";"gm. Turawa";"";"nie należy do partii politycznej";;;;"gm. Turawa";"160913";"Mężczyzna";
"Burmistrz Białej";1;"PIENTKA Dawid Michał";"KOMITET WYBORCZY WYBORCÓW PRZYJAZNA GMINA - NASZA PRZYSZŁOŚĆ";"KWW PRZYJAZNA GMINA - NASZA PRZYSZŁOŚĆ";28;"wyższe";"Ligota Bialska";"161001";"gm. Biała";"";"nie należy do partii politycznej";;;;"gm. Biała";"161001";"Mężczyzna";
"Burmistrz Białej";2;"PLICKO Edward Józef";"KOMITET WYBORCZY WYBORCÓW EDWARDA PLICKO";"KWW EDWARDA PLICKO";61;"wyższe";"Gostomia";"161001";"gm. Biała";"";"nie należy do partii politycznej";;;;"gm. Biała";"161001";"Mężczyzna";
"Burmistrz Białej";3;"TARNOWSKI Damian Szymon";"KOMITET WYBORCZY WYBORCÓW ŚLĄSCY SAMORZĄDOWCY";"KWW ŚLĄSCY SAMORZĄDOWCY";43;"wyższe";"Kolnowice";"161001";"gm. Biała";"";"nie należy do partii politycznej";;;;"gm. Biała";"161001";"Mężczyzna";
"Burmistrz Białej";4;"WIERTELARZ Kamil Paweł";"KOMITET WYBORCZY WYBORCÓW GMINA BIAŁA WSPÓLNE DOBRO";"KWW GMINA BIAŁA WSPÓLNE DOBRO";30;"wyższe";"Biała";"161001";"gm. Biała";"";"nie należy do partii politycznej";;;;"gm. Biała";"161001";"Mężczyzna";
"Burmistrz Głogówka";1;"BUJAK Piotr Marek";"KOMITET WYBORCZY WYBORCÓW POROZUMIENIE DLA GMINY GŁOGÓWEK";"KWW POROZUMIENIE DLA GMINY GŁOGÓWEK";35;"wyższe";"Wróblin";"161002";"gm. Głogówek";"";"nie należy do partii politycznej";;;;"gm. Głogówek";"161002";"Mężczyzna";
"Burmistrz Głogówka";2;"KRUK Jolanta Krystyna";"KOMITET WYBORCZY WYBORCÓW JOLANTA KRUK - CZAS NA DOBRY SAMORZĄD";"KWW JOLANTA KRUK - CZAS NA DOBRY SAMORZĄD";60;"wyższe";"Głogówek";"161002";"gm. Głogówek";"";"członek partii politycznej: Platforma Obywatelska RP";;;;"gm. Głogówek";"161002";"Kobieta";
"Burmistrz Głogówka";3;"KUS Marcin Piotr";"KOMITET WYBORCZY WYBORCÓW GMINA GŁOGÓWEK WSPÓLNA SPRAWA";"KWW GMINA GŁOGÓWEK WSPÓLNA SPRAWA";37;"wyższe";"Głogówek";"161002";"gm. Głogówek";"";"nie należy do partii politycznej";;;;"gm. Głogówek";"161002";"Mężczyzna";
"Burmistrz Głogówka";4;"TABOR Henryka Elżbieta";"KOMITET WYBORCZY WYBORCÓW TAK! DLA ZIEMI PRUDNICKIEJ";"KWW TAK! DLA ZIEMI PRUDNICKIEJ";67;"wyższe";"Głogówek";"161002";"gm. Głogówek";"";"nie należy do partii politycznej";;;;"gm. Głogówek";"161002";"Kobieta";
"Wójt Gminy Lubrza";1;"DRABIK Damian Paweł";"KOMITET WYBORCZY WYBORCÓW DAMIAN DRABIK-TWÓJ DOBRY WYBÓR";"KWW DAMIAN DRABIK TWÓJ DOBRY WYBÓR";32;"wyższe";"Skrzypiec";"161003";"gm. Lubrza";"";"nie należy do partii politycznej";;;;"gm. Lubrza";"161003";"Mężczyzna";
"Wójt Gminy Lubrza";2;"KOZACZEK Mariusz Ryszard";"KOMITET WYBORCZY WYBORCÓW MARIUSZA KOZACZEK";"KWW MARIUSZA KOZACZEK";45;"wyższe ekonomiczne";"Lubrza";"161003";"gm. Lubrza";"";"nie należy do partii politycznej";;;;"gm. Lubrza";"161003";"Mężczyzna";
"Wójt Gminy Lubrza";3;"MACIUCH Arleta Małgorzata";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";42;"wyższe";"Prężynka";"161003";"gm. Lubrza";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"gm. Lubrza";"161003";"Kobieta";
"Burmistrz Prudnika";1;"CZEREBA Leszek Bolesław";"KOMITET WYBORCZY WYBORCÓW PLATFORMA PL2050 LUDOWCY LEWICA POWIATU PRUDNICKIEGO";"KWW PLATFORMA PL2050 LUDOWCY LEWICA P.PRUDNIK";56;"wyższe";"Prudnik";"161004";"gm. Prudnik";"";"nie należy do partii politycznej";;;;"gm. Prudnik";"161004";"Mężczyzna";
"Burmistrz Prudnika";2;"CZOCHARA Katarzyna Beata";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";54;"wyższe";"Moszczanka";"161004";"gm. Prudnik";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"gm. Prudnik";"161004";"Kobieta";
"Burmistrz Prudnika";3;"MIĘCZAKOWSKI Stanisław Michał";"KOMITET WYBORCZY WYBORCÓW TAK! DLA ZIEMI PRUDNICKIEJ";"KWW TAK! DLA ZIEMI PRUDNICKIEJ";47;"wyższe";"Łąka Prudnicka";"161004";"gm. Prudnik";"";"nie należy do partii politycznej";;;;"gm. Prudnik";"161004";"Mężczyzna";
"Burmistrz Prudnika";4;"ZAWIŚLAK Grzegorz Józef";"KOMITET WYBORCZY WYBORCÓW GRZEGORZA ZAWIŚLAKA - POROZUMIENIE SAMORZĄDOWE";"KWW GRZEGORZA ZAWIŚLAKA - PS";48;"wyższe";"Czyżowice";"161004";"gm. Prudnik";"";"nie należy do partii politycznej";;;;"gm. Prudnik";"161004";"Mężczyzna";
"Wójt Gminy Izbicko";1;"BAKSIK Marzena Agnieszka";"KOMITET WYBORCZY WYBORCÓW ŚLĄSCY SAMORZĄDOWCY";"KWW ŚLĄSCY SAMORZĄDOWCY";44;"wyższe";"Krośnica";"161101";"gm. Izbicko";"";"nie należy do partii politycznej";;;;"gm. Izbicko";"161101";"Kobieta";
"Wójt Gminy Izbicko";2;"CEGIELSKI Krzysztof Stanisław";"KOMITET WYBORCZY WYBORCÓW DZIAŁAJMY RAZEM";"KWW DZIAŁAJMY RAZEM";39;"wyższe";"Ligota Czamborowa";"161101";"gm. Izbicko";"";"nie należy do partii politycznej";;;;"gm. Izbicko";"161101";"Mężczyzna";
"Wójt Gminy Jemielnica";1;"STRÓŻYK Mateusz Jan";"KOMITET WYBORCZY WYBORCÓW 7 SOŁECTW";"KWW 7 SOŁECTW";34;"wyższe techniczne";"Gąsiorowice";"161102";"gm. Jemielnica";"";"nie należy do partii politycznej";;;;"gm. Jemielnica";"161102";"Mężczyzna";
"Wójt Gminy Jemielnica";2;"WYCISŁO Marcin Piotr";"KOMITET WYBORCZY WYBORCÓW ŚLĄSCY SAMORZĄDOWCY";"KWW ŚLĄSCY SAMORZĄDOWCY";42;"wyższe";"Jemielnica";"161102";"gm. Jemielnica";"";"nie należy do partii politycznej";;;;"gm. Jemielnica";"161102";"Mężczyzna";
"Burmistrz Kolonowskiego";1;"KOSTON Norbert Józef";"KOMITET WYBORCZY WYBORCÓW ŚLĄSCY SAMORZĄDOWCY";"KWW ŚLĄSCY SAMORZĄDOWCY";60;"wyższe";"Kolonowskie";"161103";"gm. Kolonowskie";"";"nie należy do partii politycznej";;;;"gm. Kolonowskie";"161103";"Mężczyzna";
"Burmistrz Leśnicy";1;"JASTRZEMBSKI Łukasz Stefan";"KOMITET WYBORCZY WYBORCÓW ŚLĄSCY SAMORZĄDOWCY";"KWW ŚLĄSCY SAMORZĄDOWCY";45;"wyższe";"Leśnica";"161104";"gm. Leśnica";"";"członek partii politycznej: Regionalna. Mniejszość z Większością";;;;"gm. Leśnica";"161104";"Mężczyzna";
"Burmistrz Strzelec Opolskich";1;"PIONTEK Waldemar Franciszek";"KOMITET WYBORCZY WYBORCÓW ZIEMIA STRZELECKA";"KWW ZIEMIA STRZELECKA";56;"wyższe";"Strzelce Opolskie";"161105";"gm. Strzelce Opolskie";"";"nie należy do partii politycznej";;;;"gm. Strzelce Opolskie";"161105";"Mężczyzna";
"Burmistrz Strzelec Opolskich";2;"RUDNER Henryk Wilhelm";"KOMITET WYBORCZY WYBORCÓW ŚLĄSCY SAMORZĄDOWCY";"KWW ŚLĄSCY SAMORZĄDOWCY";57;"wyższe";"Strzelce Opolskie";"161105";"gm. Strzelce Opolskie";"";"nie należy do partii politycznej";;;;"gm. Strzelce Opolskie";"161105";"Mężczyzna";
"Burmistrz Strzelec Opolskich";3;"WRÓBLEWSKI Jan Bronisław";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";61;"wyższe";"Strzelce Opolskie";"161105";"gm. Strzelce Opolskie";"";"nie należy do partii politycznej";;;;"gm. Strzelce Opolskie";"161105";"Mężczyzna";
"Burmistrz Ujazdu";1;"IBROM Hubert Jerzy";"KOMITET WYBORCZY WYBORCÓW ŚLĄSCY SAMORZĄDOWCY";"KWW ŚLĄSCY SAMORZĄDOWCY";33;"wyższe";"Zimna Wódka";"161106";"gm. Ujazd";"";"nie należy do partii politycznej";;;;"gm. Ujazd";"161106";"Mężczyzna";
"Burmistrz Ujazdu";2;"MICHALSKI Paweł Józef";"KOMITET WYBORCZY WYBORCÓW NOWY UJAZD";"KWW NOWY UJAZD";52;"średnie";"Zimna Wódka";"161106";"gm. Ujazd";"";"nie należy do partii politycznej";;;;"gm. Ujazd";"161106";"Mężczyzna";
"Burmistrz Ujazdu";3;"TRUSZ Agata Karolina";"KOMITET WYBORCZY WYBORCÓW AGATA TRUSZ";"KWW AGATA TRUSZ";39;"wyższe";"Ujazd";"161106";"gm. Ujazd";"";"nie należy do partii politycznej";;;;"gm. Ujazd";"161106";"Kobieta";
"Burmistrz Zawadzkiego";1;"FREINIK Marcin Krzysztof";"KOMITET WYBORCZY WYBORCÓW NASZA GMINA";"KWW NASZA GMINA";39;"wyższe";"Żędowice";"161107";"gm. Zawadzkie";"";"nie należy do partii politycznej";;;;"gm. Zawadzkie";"161107";"Mężczyzna";
"Burmistrz Zawadzkiego";2;"RYTEL Michał";"KOMITET WYBORCZY WYBORCÓW MICHAŁA RYTLA - ZRÓBMY TO";"KWW MICHAŁA RYTLA - ZRÓBMY TO";42;"średnie";"Zawadzkie";"161107";"gm. Zawadzkie";"";"nie należy do partii politycznej";;;;"gm. Zawadzkie";"161107";"Mężczyzna";
"Burmistrz Zawadzkiego";3;"SATERNUS Adam Marian";"KOMITET WYBORCZY WYBORCÓW ADAMA SATERNUS";"KWW ADAMA SATERNUS";50;"wyższe";"Zawadzkie";"161107";"gm. Zawadzkie";"";"nie należy do partii politycznej";;;;"gm. Zawadzkie";"161107";"Mężczyzna";
"Burmistrz Zawadzkiego";4;"STACHOWSKI Mariusz Kazimierz";"KOMITET WYBORCZY WYBORCÓW MARIUSZA STACHOWSKIEGO";"KWW MARIUSZA STACHOWSKIEGO";61;"wyższe";"Kielcza";"161107";"gm. Zawadzkie";"";"członek partii politycznej: Platforma Obywatelska RP";;;;"gm. Zawadzkie";"161107";"Mężczyzna";
"Prezydent Miasta Opola";1;"NOWAK Michał Tadeusz";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";40;"wyższe magisterskie";"Opole";"166101";"m. Opole";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"m. Opole";"166101";"Mężczyzna";
"Prezydent Miasta Opola";2;"SKAWIŃSKI Ryszard Stanisław";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";56;"wyższe";"Opole";"166101";"m. Opole";"";"nie należy do partii politycznej";;;;"m. Opole";"166101";"Mężczyzna";
"Prezydent Miasta Opola";3;"WIŚNIEWSKI Arkadiusz";"KOMITET WYBORCZY WYBORCÓW ARKADIUSZA WIŚNIEWSKIEGO";"KWW ARKADIUSZA WIŚNIEWSKIEGO";45;"wyższe";"Opole";"166101";"m. Opole";"";"nie należy do partii politycznej";;;;"m. Opole";"166101";"Mężczyzna";
"Wójt Gminy Czarna";1;"KOCHANOWICZ Bogusław Wojciech";"KOMITET WYBORCZY WYBORCÓW BIESZCZADZKIE PRZYMIERZE";"KWW BIESZCZADZKIE PRZYMIERZE";61;"wyższe";"Rabe";"180103";"gm. Czarna";"";"nie należy do partii politycznej";;;;"gm. Czarna";"180103";"Mężczyzna";
"Wójt Gminy Czarna";2;"KORŻYK Agnieszka";"KOMITET WYBORCZY WYBORCÓW AGNIESZKA KORŻYK";"KWW AGNIESZKA KORŻYK";34;"wyższe";"Czarna Dolna";"180103";"gm. Czarna";"";"nie należy do partii politycznej";;;;"gm. Czarna";"180103";"Kobieta";
"Wójt Gminy Czarna";3;"KORŻYK Dorota";"KOMITET WYBORCZY WYBORCÓW WSPÓLNIE DLA ROZWOJU GMINY CZARNA";"KWW WSPÓLNIE DLA ROZWOJU GMINY CZARNA";50;"wyższe";"Czarna Dolna";"180103";"gm. Czarna";"";"nie należy do partii politycznej";;;;"gm. Czarna";"180103";"Kobieta";
"Wójt Gminy Czarna";4;"PODRAZA Jan";"KOMITET WYBORCZY WYBORCÓW JANA PODRAZY";"KWW JANA PODRAZY";58;"wyższe";"Polana";"180103";"gm. Czarna";"";"nie należy do partii politycznej";;;;"gm. Czarna";"180103";"Mężczyzna";
"Wójt Gminy Czarna";5;"PRZYBYŁA Jacek Piotr";"KOMITET WYBORCZY WYBORCÓW BIESZCZADY WSPÓLNA SPRAWA";"KWW BIESZCZADY WSPÓLNA SPRAWA";49;"wyższe";"Ustrzyki Dolne";"180108";"gm. Ustrzyki Dolne";"";"nie należy do partii politycznej";;;;"gm. Czarna";"180103";"Mężczyzna";
"Wójt Gminy Czarna";6;"TAJAK Wiesław Grzegorz";"KOMITET WYBORCZY WYBORCÓW RAZEM DLA GMINY CZARNA";"KWW RAZEM DLA GMINY CZARNA";49;"technik mechanik";"Żłobek";"180103";"gm. Czarna";"";"nie należy do partii politycznej";;;;"gm. Czarna";"180103";"Mężczyzna";
"Wójt Gminy Lutowiska";1;"DOLIWA Jakub Zbigniew";"KOMITET WYBORCZY WYBORCÓW BIESZCZADY WSPÓLNA SPRAWA";"KWW BIESZCZADY WSPÓLNA SPRAWA";41;"wyższe";"Lutowiska";"180105";"gm. Lutowiska";"";"nie należy do partii politycznej";;;;"gm. Lutowiska";"180105";"Mężczyzna";
"Wójt Gminy Lutowiska";2;"KRUPA Janusz Andrzej";"KOMITET WYBORCZY WYBORCÓW WSPÓLNA GMINA LUTOWISKA";"KWW WSPÓLNA GMINA LUTOWISKA";53;"wyższe";"Lutowiska";"180105";"gm. Lutowiska";"";"nie należy do partii politycznej";;;;"gm. Lutowiska";"180105";"Mężczyzna";
"Wójt Gminy Lutowiska";3;"SOKÓŁ Marek Zbigniew";"KOMITET WYBORCZY WYBORCÓW BIESZCZADZKIE PRZYMIERZE";"KWW BIESZCZADZKIE PRZYMIERZE";44;"wyższe";"Olszanica";"182104";"gm. Olszanica";"";"członek partii politycznej: Polskie Stronnictwo Ludowe";;;;"gm. Lutowiska";"180105";"Mężczyzna";
"Wójt Gminy Lutowiska";4;"SURA-DRAPAŁA Diana Jadwiga";"KOMITET WYBORCZY WYBORCÓW DIANA SURA - DRAPAŁA";"KWW DIANA SURA - DRAPAŁA";36;"wyższe";"Smolnik";"180105";"gm. Lutowiska";"";"nie należy do partii politycznej";;;;"gm. Lutowiska";"180105";"Kobieta";
"Burmistrz Ustrzyk Dolnych";1;"BUCZEK Anna Maria";"KOMITET WYBORCZY WYBORCÓW SIŁA LOKALNEJ SPOŁECZNOŚCI";"KWW SIŁA LOKALNEJ SPOŁECZNOŚCI";45;"wyższe";"Ustrzyki Dolne";"180108";"gm. Ustrzyki Dolne";"";"nie należy do partii politycznej";;;;"gm. Ustrzyki Dolne";"180108";"Kobieta";
"Burmistrz Ustrzyk Dolnych";2;"GĄDELA Małgorzata Patrycja";"KOMITET WYBORCZY WYBORCÓW KOALICJA AKTYWNI - BSS";"KWW KOALICJA AKTYWNI - BSS";44;"wyższe";"Ropienka";"180108";"gm. Ustrzyki Dolne";"";"nie należy do partii politycznej";;;;"gm. Ustrzyki Dolne";"180108";"Kobieta";
"Burmistrz Ustrzyk Dolnych";3;"GERMAŃSKI Paweł Jacek";"KOMITET WYBORCZY WYBORCÓW BIESZCZADZKIE PRZYMIERZE";"KWW BIESZCZADZKIE PRZYMIERZE";40;"wyższe";"Ustjanowa Dolna";"180108";"gm. Ustrzyki Dolne";"";"nie należy do partii politycznej";;;;"gm. Ustrzyki Dolne";"180108";"Mężczyzna";
"Burmistrz Ustrzyk Dolnych";4;"WNUK Michał Aleksander";"KOMITET WYBORCZY WYBORCÓW MICHAŁA WNUKA";"KWW MICHAŁA WNUKA";48;"wyższe";"Ustrzyki Dolne";"180108";"gm. Ustrzyki Dolne";"";"nie należy do partii politycznej";;;;"gm. Ustrzyki Dolne";"180108";"Mężczyzna";
"Burmistrz Ustrzyk Dolnych";5;"ZWARYCZ Mariusz";"KOMITET WYBORCZY WYBORCÓW WSPÓŁPRACA I DIALOG";"KWW WSPÓŁPRACA I DIALOG";51;"wyższe";"Bandrów Narodowy";"180108";"gm. Ustrzyki Dolne";"";"nie należy do partii politycznej";;;;"gm. Ustrzyki Dolne";"180108";"Mężczyzna";
"Burmistrz Brzozowa";1;"KORONA Magdalena";"KOMITET WYBORCZY WYBORCÓW NOWY SAMORZĄD";"KWW NOWY SAMORZĄD";47;"wyższe";"Brzozów";"180201";"gm. Brzozów";"";"nie należy do partii politycznej";;;;"gm. Brzozów";"180201";"Kobieta";
"Burmistrz Brzozowa";2;"SŁOTA Iwona Sabina";"KOMITET WYBORCZY WYBORCÓW CZAS MIESZKAŃCÓW";"KWW CZAS MIESZKAŃCÓW";42;"wyższe";"Humniska";"180201";"gm. Brzozów";"";"nie należy do partii politycznej";;;;"gm. Brzozów";"180201";"Kobieta";
"Burmistrz Brzozowa";3;"STAPIŃSKI Szymon Wojciech";"KOMITET WYBORCZY WYBORCÓW SZYMONA STAPIŃSKIEGO PRZYJAZNA GMINA BRZOZÓW";"KWW SZYMONA STAPIŃSKIEGO PRZYJAZNA GM BRZOZÓW";37;"wyższe";"Brzozów";"180201";"gm. Brzozów";"";"nie należy do partii politycznej";;;;"gm. Brzozów";"180201";"Mężczyzna";
