"Sejmik";"Nr okręgu";"Nr listy";"Pozycja na liście";"Nazwisko i imiona";"Nazwa komitetu";"Skrót nazwy komitetu";"Wiek";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Poparcie";"Liczba głosów";"Procent głosów oddanych na listę";"Procent głosów oddanych w okręgu";"Czy uzyskał mandat";"Województwo";"TERYT Województwa";"Płeć";"Liczba głosów ważnych oddanych w okręgu"
"Sejmik Województwa Podlaskiego";3;3;3;"SIOK Marlena";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";31;"Łomża";"206201";"m. Łomża";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";3;3;4;"DĄBKOWSKI Piotr";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";44;"Kolno";"200601";"m. Kolno";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";3;3;5;"KALINOWSKA Beata";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";54;"Kolno";"200601";"m. Kolno";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";3;3;6;"KORENKIEWICZ Katarzyna";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";45;"Rajgród";"200404";"gm. Rajgród";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";3;3;7;"BORZUCHOWSKI Wojciech";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";62;"Zambrów";"201401";"m. Zambrów";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";3;3;8;"PROSIŃSKI Zbigniew";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";45;"Łomża";"206201";"m. Łomża";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";3;4;1;"SOKOŁOWSKI Marek";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";53;"Piątnica Poduchowna";"200705";"gm. Piątnica";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";3;4;2;"CZERNIAWSKA Izabela Teresa";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";61;"Łomża";"206201";"m. Łomża";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";3;4;3;"NICZEWSKI Jarosław";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";59;"Grajewo";"200401";"m. Grajewo";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";3;4;4;"WDZIĘKOŃSKI Wiktor";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";20;"Łomża";"206201";"m. Łomża";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";3;4;5;"MIŁOSEK Anna";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";32;"Łomża";"206201";"m. Łomża";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";3;4;6;"GRAFF Monika";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";33;"Łomża";"206201";"m. Łomża";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";3;5;1;"PIORUNEK Jacek";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";58;"Łomża";"206201";"m. Łomża";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";3;5;2;"KOSSAKOWSKI Karol";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";48;"Zambrów";"201401";"m. Zambrów";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";3;5;3;"KONOPKA Maria";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";76;"Łomża";"206201";"m. Łomża";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";3;5;4;"PARTYKA Urszula Bożena";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";51;"Grajewo";"200401";"m. Grajewo";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";3;5;5;"KASEJA Stanisław";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";89;"Łomża";"206201";"m. Łomża";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";3;5;6;"ŁUBA Marek";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";61;"Kolno";"200601";"m. Kolno";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";3;5;7;"RAMOTOWSKA Agnieszka Bogumiła";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";51;"Grajewo";"200401";"m. Grajewo";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";3;5;8;"KACZYŃSKI Eugeniusz";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";81;"Zambrów";"201401";"m. Zambrów";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";3;7;1;"ŁUKOWSKA Monika Wioleta";"KOMITET WYBORCZY WYBORCÓW OBYWATELE DLA OBYWATELI";"KWW OBYWATELE DLA OBYWATELI";38;"Grajewo";"200401";"m. Grajewo";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";3;7;2;"ZAMOJSKI Dawid";"KOMITET WYBORCZY WYBORCÓW OBYWATELE DLA OBYWATELI";"KWW OBYWATELE DLA OBYWATELI";22;"Grajewo";"200401";"m. Grajewo";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";3;7;3;"BIERNACKA Krystyna";"KOMITET WYBORCZY WYBORCÓW OBYWATELE DLA OBYWATELI";"KWW OBYWATELE DLA OBYWATELI";35;"Białystok";"206101";"m. Białystok";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";3;7;4;"TOŁWIŃSKI Tomasz";"KOMITET WYBORCZY WYBORCÓW OBYWATELE DLA OBYWATELI";"KWW OBYWATELE DLA OBYWATELI";45;"Choroszcz";"200201";"gm. Choroszcz";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";3;7;5;"CZERNIAWSKI Kamil";"KOMITET WYBORCZY WYBORCÓW OBYWATELE DLA OBYWATELI";"KWW OBYWATELE DLA OBYWATELI";32;"Białystok";"206101";"m. Białystok";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";3;7;6;"GRZEGORCZYK Szymon Łukasz";"KOMITET WYBORCZY WYBORCÓW OBYWATELE DLA OBYWATELI";"KWW OBYWATELE DLA OBYWATELI";34;"Osowicze";"200213";"gm. Wasilków";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";3;7;7;"ZAMOJSKI Wiesław";"KOMITET WYBORCZY WYBORCÓW OBYWATELE DLA OBYWATELI";"KWW OBYWATELE DLA OBYWATELI";66;"Grajewo";"200401";"m. Grajewo";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";3;7;8;"KOWALIK-STRAPCZUK Martyna";"KOMITET WYBORCZY WYBORCÓW OBYWATELE DLA OBYWATELI";"KWW OBYWATELE DLA OBYWATELI";35;"Białystok";"206101";"m. Białystok";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";3;8;1;"WASILEWSKI Rafał";"KOMITET WYBORCZY KOALICJA SAMORZĄDOWA OK SAMORZĄD";"KW KOALICJA SAMORZĄDOWA OK SAMORZĄD";32;"Augustów";"200101";"m. Augustów";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";3;8;2;"ROGIŃSKI Sebastian";"KOMITET WYBORCZY KOALICJA SAMORZĄDOWA OK SAMORZĄD";"KW KOALICJA SAMORZĄDOWA OK SAMORZĄD";34;"Augustów";"200101";"m. Augustów";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";3;8;3;"DOBKOWSKA Aneta";"KOMITET WYBORCZY KOALICJA SAMORZĄDOWA OK SAMORZĄD";"KW KOALICJA SAMORZĄDOWA OK SAMORZĄD";49;"Augustów";"200101";"m. Augustów";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";3;8;4;"CHODKIEWICZ Edyta";"KOMITET WYBORCZY KOALICJA SAMORZĄDOWA OK SAMORZĄD";"KW KOALICJA SAMORZĄDOWA OK SAMORZĄD";28;"Augustów";"200101";"m. Augustów";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";3;8;5;"LIPIŃSKI Dawid";"KOMITET WYBORCZY KOALICJA SAMORZĄDOWA OK SAMORZĄD";"KW KOALICJA SAMORZĄDOWA OK SAMORZĄD";40;"Białystok";"206101";"m. Białystok";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";3;10;1;"GOSK Leszek";"KOMITET WYBORCZY NORMALNY KRAJ";"KW NORMALNY KRAJ";62;"Rutki-Kossaki";"201403";"gm. Rutki";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";3;10;2;"RODZIEWICZ Danuta Wiktoria";"KOMITET WYBORCZY NORMALNY KRAJ";"KW NORMALNY KRAJ";69;"Grabówka";"200209";"gm. Supraśl";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";3;10;3;"GOSK Natalia Patrycja";"KOMITET WYBORCZY NORMALNY KRAJ";"KW NORMALNY KRAJ";24;"Łomża";"206201";"m. Łomża";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";3;10;4;"NOWAKOWSKI Krzysztof Zbigniew";"KOMITET WYBORCZY NORMALNY KRAJ";"KW NORMALNY KRAJ";71;"Białystok";"206101";"m. Białystok";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";3;10;5;"NOWAKOWSKA-MIEZIO Maria Halina";"KOMITET WYBORCZY NORMALNY KRAJ";"KW NORMALNY KRAJ";69;"Białystok";"206101";"m. Białystok";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";3;10;6;"ŁUCZAJ Piotr";"KOMITET WYBORCZY NORMALNY KRAJ";"KW NORMALNY KRAJ";31;"Łapy";"200206";"gm. Łapy";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;1;1;"GROMKO Mariusz Krzysztof";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";45;"Białystok";"206101";"m. Białystok";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;1;2;"SIEKIERKO Łukasz";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";35;"Wysokie Mazowieckie";"201301";"m. Wysokie Mazowieckie";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;1;3;"MALINOWSKI Marek";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";50;"Niewodnica Kościelna";"200211";"gm. Turośń Kościelna";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;1;4;"BOGUSZEWSKI Henryk";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";67;"Siemiatycze";"201001";"m. Siemiatycze";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;1;5;"JABŁOŃSKI Robert";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";33;"Niewodnica Korycka";"200211";"gm. Turośń Kościelna";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;1;6;"ZABŁUDOWSKI Marcin";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";31;"Białystok";"206101";"m. Białystok";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;1;7;"ŁABĘDZKA Anna";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";37;"Hajnówka";"200501";"m. Hajnówka";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";4;1;8;"GRZEGORCZYK Ewa";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";53;"Sobolewo";"200209";"gm. Supraśl";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";4;1;9;"MIODUSZEWSKA Katarzyna";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";38;"Grodzisk";"201004";"gm. Grodzisk";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";4;1;10;"FLORCZUK Monika";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";48;"Ciechanowiec";"201302";"gm. Ciechanowiec";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";4;1;11;"PIESIECKI Tomasz";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";34;"Dobrzyniewo Duże";"200203";"gm. Dobrzyniewo Duże";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;2;1;"DEREHAJŁO Stanisław";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";52;"Kolonia Boćki";"200304";"gm. Boćki";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;2;2;"KAPICA Grzegorz";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";44;"Łapy";"200206";"gm. Łapy";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;2;3;"TROCHIMIAK Maria Magdalena";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";30;"Kamianki";"201004";"gm. Grodzisk";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";4;2;4;"SAMEŁKO Michał";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";34;"Kobylin-Borzymy";"201305";"gm. Kobylin-Borzymy";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;2;5;"ROSZKOWSKI Karol Michał";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";26;"Jabłoń-Zarzeckie";"201307";"gm. Nowe Piekuty";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;2;6;"STYPUŁKOWSKA Dorota";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";52;"Płonka Kościelna";"200206";"gm. Łapy";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";4;2;7;"ROGOWSKA Monika";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";35;"Lewickie-Stacja";"200205";"gm. Juchnowiec Kościelny";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";4;2;8;"STYPUŁKOWSKA Angelika";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";21;"Stypułki-Święchy";"201305";"gm. Kobylin-Borzymy";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";4;2;9;"PISZCZATOWSKI Mariusz";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";50;"Łapy";"200206";"gm. Łapy";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;2;10;"GOLAT Kamil";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";33;"Hajnówka";"200501";"m. Hajnówka";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;2;11;"JABŁOŃSKA Elżbieta";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";59;"Perki-Wypychy";"201308";"gm. Sokoły";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";4;3;1;"ZAWISTOWSKA Agnieszka";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";36;"Brzóski-Gromki";"201310";"gm. Wysokie Mazowieckie";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";4;3;2;"LESZCZYŃSKI Jerzy";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";63;"Ciechanowiec";"201302";"gm. Ciechanowiec";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;3;3;"OKUŁA Grzegorz";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";58;"Nowodworce";"200213";"gm. Wasilków";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;3;4;"KAŹMIERCZAK Małgorzata";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";44;"Wasilków";"200213";"gm. Wasilków";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";4;3;5;"ZALEWSKI Mirosław";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";59;"Zajma";"200207";"gm. Michałowo";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;3;6;"SZAJDA Sławomir Dariusz";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";51;"Niewodnica Korycka";"200211";"gm. Turośń Kościelna";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;3;7;"SZYMAŃSKA Elżbieta Janina";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";38;"Szepietowo";"201309";"gm. Szepietowo";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";4;3;8;"ŁAPIŃSKA Marta";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";39;"Łapy-Dębowina";"200206";"gm. Łapy";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";4;3;9;"BOJAR Marta";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";34;"Milejczyce";"201006";"gm. Milejczyce";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";4;3;10;"CHMIELEWSKI Marek";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";59;"Orla";"200306";"gm. Orla";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;3;11;"JANOWSKI Mikołaj";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";62;"Przechody";"200506";"gm. Hajnówka";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;4;1;"KUSZNIERUK Piotr";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";53;"Białystok";"206101";"m. Białystok";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;4;2;"LEWCZUK Tomasz";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";32;"Białystok";"206101";"m. Białystok";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;4;3;"CUPRIAK Anna";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";52;"Białystok";"206101";"m. Białystok";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";4;4;4;"PROKOPIUK Seweryn";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";39;"Widowo";"200303";"gm. Bielsk Podlaski";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;4;5;"SAMOJLIK-GAWORECKA Gertruda Bożena";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";48;"Białystok";"206101";"m. Białystok";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";4;4;6;"PURWIN Michał";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";33;"Ciasne";"200209";"gm. Supraśl";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;4;7;"BANCAREWICZ Sylwia";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";39;"Leonowicze";"200207";"gm. Michałowo";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";4;4;8;"GÓRSKA Małgorzata";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";42;"Siemiatycze";"201001";"m. Siemiatycze";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";4;4;9;"ZAREMBA Angelika";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";20;"Wysokie Mazowieckie";"201301";"m. Wysokie Mazowieckie";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";4;4;10;"CHILECKA-DUDZICKA Marta";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";37;"Białystok";"206101";"m. Białystok";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";4;4;11;"WASZKIEWICZ Arkadiusz";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";31;"Bielsk Podlaski";"200301";"m. Bielsk Podlaski";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;5;1;"DWORZAŃSKI Jarosław Zygmunt";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";68;"Białystok";"206101";"m. Białystok";"";;;;;"podlaskie";"200000";"Mężczyzna";
"Sejmik Województwa Podlaskiego";4;5;2;"FILIPOWICZ Elżbieta";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";54;"Złotniki";"200205";"gm. Juchnowiec Kościelny";"";;;;;"podlaskie";"200000";"Kobieta";
"Sejmik Województwa Podlaskiego";4;5;3;"ŁUKASZUK Igor";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";45;"Bielsk Podlaski";"200301";"m. Bielsk Podlaski";"";;;;;"podlaskie";"200000";"Mężczyzna";
